date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:26:32	2211/2211	---M--	200	added ('OK')	image/jpeg	etag:%221cc1d4-8a3-502db2cb97bc0%22	http://lebellovidere.net/local/cache-vignettes/L90xH60/cl--108-9b37a.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L90xH60/cl--108-9b37a.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:33	2747/2747	---M--	200	added ('OK')	image/jpeg	etag:%221964c0-abb-502db2cb97bc0%22	http://lebellovidere.net/local/cache-vignettes/L91xH60/cl--59-fbad4.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L91xH60/cl--59-fbad4.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:34	2992/2992	---M--	200	added ('OK')	image/jpeg	etag:%221964c1-bb0-502db2cb97bc0%22	http://lebellovidere.net/local/cache-vignettes/L91xH60/cl--56-ico-3eb3b.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L91xH60/cl--56-ico-3eb3b.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:35	2636/2636	---M--	200	added ('OK')	image/jpeg	etag:%22ca00e-a4c-504433fe75b40%22	http://lebellovidere.net/local/cache-vignettes/L107xH60/arton105-73c25.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L107xH60/arton105-73c25.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:36	2458/2458	---M--	200	added ('OK')	image/jpeg	etag:%22b60c4-99a-504433fe75b40%22	http://lebellovidere.net/local/cache-vignettes/L91xH60/dsc01155-76625.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L91xH60/dsc01155-76625.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:37	1743/1743	---M--	200	added ('OK')	image/jpeg	etag:%2218c728-6cf-504433fe75b40%22	http://lebellovidere.net/local/cache-vignettes/L40xH60/dsc01137-c7e4a.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L40xH60/dsc01137-c7e4a.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:38	2218/2218	---M--	200	added ('OK')	image/jpeg	etag:%221ccd96-8aa-5180a7a691580%22	http://lebellovidere.net/local/cache-vignettes/L91xH60/andromaque--39-e928c.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L91xH60/andromaque--39-e928c.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:39	2079/2079	---M--	200	added ('OK')	image/jpeg	etag:%221cd055-81f-5180a7a691580%22	http://lebellovidere.net/local/cache-vignettes/L91xH60/andromaque--28-1bf01.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L91xH60/andromaque--28-1bf01.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:40	2686/2686	---M--	200	added ('OK')	image/jpeg	etag:%221cd056-a7e-5180a7a691580%22	http://lebellovidere.net/local/cache-vignettes/L91xH60/andromaque--20-0e311.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L91xH60/andromaque--20-0e311.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:41	2670/2670	---M--	200	added ('OK')	image/jpeg	etag:%221cd057-a6e-5180a7a691580%22	http://lebellovidere.net/local/cache-vignettes/L91xH60/andromaque--16-f3d10.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L91xH60/andromaque--16-f3d10.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:42	1929/1929	---M--	200	added ('OK')	image/jpeg	etag:%22aead2-789-504433fe75b40%22	http://lebellovidere.net/local/cache-vignettes/L90xH60/arton106-d5ea0.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L90xH60/arton106-d5ea0.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:43	1818/1818	---M--	200	added ('OK')	image/jpeg	etag:%2218813e-71a-504433fe75b40%22	http://lebellovidere.net/local/cache-vignettes/L41xH60/modestes-propositions_113934-c58da.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L41xH60/modestes-propositions_113934-c58da.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:44	2565/2565	---M--	200	added ('OK')	image/jpeg	etag:%22aeaec-a05-504433fe75b40%22	http://lebellovidere.net/local/cache-vignettes/L90xH60/1244713213837-7f779.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L90xH60/1244713213837-7f779.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:45	1611/1611	---M--	200	added ('OK')	image/jpeg	etag:%2218c754-64b-5180a7a691580%22	http://lebellovidere.net/local/cache-vignettes/L40xH60/modeste4-19824.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L40xH60/modeste4-19824.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:46	2326/2326	---M--	200	added ('OK')	image/jpeg	etag:%221cd058-916-5180a7a691580%22	http://lebellovidere.net/local/cache-vignettes/L90xH60/modeste3-6f787.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L90xH60/modeste3-6f787.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:47	2206/2206	---M--	200	added ('OK')	image/jpeg	etag:%221cd059-89e-5180a7a691580%22	http://lebellovidere.net/local/cache-vignettes/L90xH60/modeste2-fe400.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L90xH60/modeste2-fe400.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:48	2075/2075	---M--	200	added ('OK')	image/jpeg	etag:%221cd18d-81b-5180a7a691580%22	http://lebellovidere.net/local/cache-vignettes/L90xH60/modeste-228aa.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L90xH60/modeste-228aa.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:49	1208/1208	---M--	200	added ('OK')	image/jpeg	etag:%22e212d-4b8-504433fe75b40%22	http://lebellovidere.net/local/cache-vignettes/L48xH60/arton107-8212a.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L48xH60/arton107-8212a.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:50	1653/1653	---M--	200	added ('OK')	image/jpeg	etag:%221c0008-675-504433fe75b40%22	http://lebellovidere.net/local/cache-vignettes/L39xH60/les-bonnes-nouvelles-de-la-martingale_reference-52d1c.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L39xH60/les-bonnes-nouvelles-de-la-martingale_reference-52d1c.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:51	2233/2233	---M--	200	added ('OK')	image/jpeg	etag:%221cd18e-8b9-5180a7a691580%22	http://lebellovidere.net/local/cache-vignettes/L90xH60/rubato3-b522b.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L90xH60/rubato3-b522b.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:52	2135/2135	---M--	200	added ('OK')	image/jpeg	etag:%221cd1ba-857-5180a7a691580%22	http://lebellovidere.net/local/cache-vignettes/L90xH60/rubato2-7718b.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L90xH60/rubato2-7718b.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:53	2293/2293	---M--	200	added ('OK')	image/jpeg	etag:%221cd1bb-8f5-5180a7a691580%22	http://lebellovidere.net/local/cache-vignettes/L90xH60/rubato-78c56.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L90xH60/rubato-78c56.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:54	1667/1667	---M--	200	added ('OK')	image/jpeg	etag:%221cd1bc-683-5180a7a691580%22	http://lebellovidere.net/local/cache-vignettes/L90xH60/gregoire2-886bd.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L90xH60/gregoire2-886bd.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:55	2444/2444	---M--	200	added ('OK')	image/jpeg	etag:%22aeaf9-98c-504433fe75b40%22	http://lebellovidere.net/local/cache-vignettes/L90xH60/arton108-f9384.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L90xH60/arton108-f9384.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:56	2290/2290	---M--	200	added ('OK')	image/jpeg	etag:%22aeafe-8f2-504433fe75b40%22	http://lebellovidere.net/local/cache-vignettes/L90xH60/yyd_8055-25d6c.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L90xH60/yyd_8055-25d6c.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:57	1761/1761	---M--	200	added ('OK')	image/jpeg	etag:%2218c786-6e1-504433fe75b40%22	http://lebellovidere.net/local/cache-vignettes/L40xH60/kabare-i-serebryanaya-svadba-v-minske-30-marta-14-560x840-ad366.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L40xH60/kabare-i-serebryanaya-svadba-v-minske-30-marta-14-560x840-ad366.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:58	1809/1809	---M--	200	added ('OK')	image/jpeg	etag:%22a25c1-711-504433fe75b40%22	http://lebellovidere.net/local/cache-vignettes/L43xH60/affiche-mgmp-c87a1.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L43xH60/affiche-mgmp-c87a1.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:26:59	2322/2322	---M--	200	added ('OK')	image/jpeg	etag:%221cd1bd-912-5180a7a691580%22	http://lebellovidere.net/local/cache-vignettes/L91xH60/mgmpe--98-6ae6b.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L91xH60/mgmpe--98-6ae6b.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:27:00	2058/2058	---M--	200	added ('OK')	image/jpeg	etag:%221cd1be-80a-5180a7a7857c0%22	http://lebellovidere.net/local/cache-vignettes/L90xH60/mgmpe--87-10dc2.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L90xH60/mgmpe--87-10dc2.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:27:01	2208/2208	---M--	200	added ('OK')	image/jpeg	etag:%221cd1bf-8a0-5180a7a7857c0%22	http://lebellovidere.net/local/cache-vignettes/L90xH60/mgmpe--71-af1e8.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L90xH60/mgmpe--71-af1e8.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:27:02	2191/2191	---M--	200	added ('OK')	image/jpeg	etag:%221cd1c0-88f-5180a7a7857c0%22	http://lebellovidere.net/local/cache-vignettes/L90xH60/mgmpe--69-dcfcc.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L90xH60/mgmpe--69-dcfcc.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:27:03	1496/1496	---M--	200	added ('OK')	image/jpeg	etag:%22188135-5d8-5180a7a7857c0%22	http://lebellovidere.net/local/cache-vignettes/L41xH60/gregoire-b9ad7.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L41xH60/gregoire-b9ad7.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
